start,symbol,low,high,open,close,volume,product_id,timestamp_utc
1678425900,BTCUSDT,19967.25,19971.77,19971.77,19971,0.04729783,BTC-USDT,2023-03-10 05:25:00+00:00
1678425960,BTCUSDT,19973.23,19983.46,19973.23,19983.46,0.06736624,BTC-USDT,2023-03-10 05:26:00+00:00
1678426020,BTCUSDT,19965.58,19982.68,19982.68,19968.99,0.32749504,BTC-USDT,2023-03-10 05:27:00+00:00
1678426080,BTCUSDT,19964,19964.77,19964.77,19964,0.04452254,BTC-USDT,2023-03-10 05:28:00+00:00
1678426140,BTCUSDT,19958.62,19964,19964,19958.62,0.10001398,BTC-USDT,2023-03-10 05:29:00+00:00
1678426200,BTCUSDT,19959.56,19975.82,19959.56,19975.82,0.28189465,BTC-USDT,2023-03-10 05:30:00+00:00
1678426320,BTCUSDT,19991.91,20042.79,19991.91,20042.79,1.01183307,BTC-USDT,2023-03-10 05:32:00+00:00
1678426380,BTCUSDT,20015.43,20031.32,20031.32,20015.43,0.44662526,BTC-USDT,2023-03-10 05:33:00+00:00
1678426440,BTCUSDT,20000.52,20015.76,20009.93,20015.76,0.38426477,BTC-USDT,2023-03-10 05:34:00+00:00
1678426500,BTCUSDT,20008.81,20030,20008.81,20030,0.04996794,BTC-USDT,2023-03-10 05:35:00+00:00
1678426560,BTCUSDT,20015.3,20028.93,20028.93,20015.45,3.83823333,BTC-USDT,2023-03-10 05:36:00+00:00
1678426620,BTCUSDT,20014.83,20020.37,20018.46,20020.37,0.19901839,BTC-USDT,2023-03-10 05:37:00+00:00
1678426680,BTCUSDT,20011.34,20013.27,20013.27,20011.34,0.05037569,BTC-USDT,2023-03-10 05:38:00+00:00
1678426740,BTCUSDT,20005.11,20011.57,20005.11,20011.57,0.1825882,BTC-USDT,2023-03-10 05:39:00+00:00
1678426800,BTCUSDT,20009.53,20014,20012.27,20014,0.06486389,BTC-USDT,2023-03-10 05:40:00+00:00
1678426860,BTCUSDT,20005.61,20012.68,20012.68,20005.61,0.0283,BTC-USDT,2023-03-10 05:41:00+00:00
1678426920,BTCUSDT,19996.25,20007.05,19996.25,20007.05,0.02476,BTC-USDT,2023-03-10 05:42:00+00:00
1678426980,BTCUSDT,20006.06,20014.45,20012.68,20006.06,0.35792906,BTC-USDT,2023-03-10 05:43:00+00:00
1678427100,BTCUSDT,20015.64,20022,20015.64,20022,0.22682541,BTC-USDT,2023-03-10 05:45:00+00:00
1678427160,BTCUSDT,20031.09,20031.64,20031.59,20031.11,0.03373547,BTC-USDT,2023-03-10 05:46:00+00:00
1678427220,BTCUSDT,20018.4,20027.46,20026.85,20022.28,0.11661085,BTC-USDT,2023-03-10 05:47:00+00:00
1678427340,BTCUSDT,20022.14,20028,20022.14,20028,0.1374502,BTC-USDT,2023-03-10 05:49:00+00:00
1678427400,BTCUSDT,20019.42,20023.74,20023.1,20021.14,0.23976733,BTC-USDT,2023-03-10 05:50:00+00:00
1678427460,BTCUSDT,20019.15,20019.57,20019.57,20019.18,0.19600417,BTC-USDT,2023-03-10 05:51:00+00:00
1678427520,BTCUSDT,20015.8,20018.8,20018.76,20015.85,1.01526759,BTC-USDT,2023-03-10 05:52:00+00:00
1678427580,BTCUSDT,20013.2,20023.02,20013.2,20023.02,0.19985031,BTC-USDT,2023-03-10 05:53:00+00:00
1678427640,BTCUSDT,20017.99,20019.96,20019.96,20017.99,0.04433065,BTC-USDT,2023-03-10 05:54:00+00:00
1678427700,BTCUSDT,20001.8,20013.6,20012.86,20004.32,1.05138785,BTC-USDT,2023-03-10 05:55:00+00:00
