symbol,time_period_start,time_period_end,price_open,price_high,price_low,price_close,volume_traded,trades_count,imputed,gap_size,impute_method
BTCUSDC,2023-03-07T02:47:00.0000000Z,2023-03-07T02:48:00.0000000Z,22495.039999828787,22510.924708227038,22495.039999828787,22511.999999576063,0.0,0,True,12,ETS
BTCUSDC,2023-03-07T02:48:00.0000000Z,2023-03-07T02:49:00.0000000Z,22495.039999828787,22510.924708227038,22495.039999828787,22511.999999576063,0.0,0,True,12,ETS
BTCUSDC,2023-03-07T02:49:00.0000000Z,2023-03-07T02:50:00.0000000Z,22495.039999828787,22510.924708227038,22495.039999828787,22511.999999576063,0.0,0,True,12,ETS
BTCUSDC,2023-03-07T02:50:00.0000000Z,2023-03-07T02:51:00.0000000Z,22489.67,22489.67,22489.67,22489.67,0.00012374,1,False,0,none
BTCUSDC,2023-03-07T02:51:00.0000000Z,2023-03-07T02:52:00.0000000Z,22489.67,22489.67,22489.67,22489.67,0.0,0,True,1,LOCF
BTCUSDC,2023-03-07T02:52:00.0000000Z,2023-03-07T02:53:00.0000000Z,22495.74,22495.74,22495.74,22495.74,0.0001,1,False,0,none
BTCUSDC,2023-03-07T02:53:00.0000000Z,2023-03-07T02:54:00.0000000Z,22495.74,22495.74,22495.74,22495.74,0.0,0,True,1,LOCF
BTCUSDC,2023-03-07T02:54:00.0000000Z,2023-03-07T02:55:00.0000000Z,22485.66,22485.66,22485.66,22485.66,0.00043816,1,False,0,none
BTCUSDC,2023-03-07T02:55:00.0000000Z,2023-03-07T02:56:00.0000000Z,22481.99,22481.99,22481.99,22481.99,0.00028608,1,False,0,none
BTCUSDC,2023-03-07T02:56:00.0000000Z,2023-03-07T02:57:00.0000000Z,22481.990000054688,22482.142674963194,22481.990000054688,22481.990000054688,0.0,0,True,9,ETS
BTCUSDC,2023-03-07T02:57:00.0000000Z,2023-03-07T02:58:00.0000000Z,22481.990000054688,22482.142674963194,22481.990000054688,22481.990000054688,0.0,0,True,9,ETS
BTCUSDC,2023-03-07T02:58:00.0000000Z,2023-03-07T02:59:00.0000000Z,22481.990000054688,22482.142674963194,22481.990000054688,22481.990000054688,0.0,0,True,9,ETS
BTCUSDC,2023-03-07T02:59:00.0000000Z,2023-03-07T03:00:00.0000000Z,22481.990000054688,22482.142674963194,22481.990000054688,22481.990000054688,0.0,0,True,9,ETS
BTCUSDC,2023-03-07T03:00:00.0000000Z,2023-03-07T03:01:00.0000000Z,22481.990000054688,22482.142674963194,22481.990000054688,22481.990000054688,0.0,0,True,9,ETS
BTCUSDC,2023-03-07T03:01:00.0000000Z,2023-03-07T03:02:00.0000000Z,22481.990000054688,22482.142674963194,22481.990000054688,22481.990000054688,0.0,0,True,9,ETS
BTCUSDC,2023-03-07T03:02:00.0000000Z,2023-03-07T03:03:00.0000000Z,22481.990000054688,22482.142674963194,22481.990000054688,22481.990000054688,0.0,0,True,9,ETS
BTCUSDC,2023-03-07T03:03:00.0000000Z,2023-03-07T03:04:00.0000000Z,22481.990000054688,22482.142674963194,22481.990000054688,22481.990000054688,0.0,0,True,9,ETS
BTCUSDC,2023-03-07T03:04:00.0000000Z,2023-03-07T03:05:00.0000000Z,22481.990000054688,22482.142674963194,22481.990000054688,22481.990000054688,0.0,0,True,9,ETS
BTCUSDC,2023-03-07T03:05:00.0000000Z,2023-03-07T03:06:00.0000000Z,22512.13,22528.31,22512.13,22525.62,1.22191525,9,False,0,none
BTCUSDC,2023-03-07T03:06:00.0000000Z,2023-03-07T03:07:00.0000000Z,22512.13,22528.31,22512.13,22525.62,0.0,0,True,5,LOCF
BTCUSDC,2023-03-07T03:07:00.0000000Z,2023-03-07T03:08:00.0000000Z,22512.13,22528.31,22512.13,22525.62,0.0,0,True,5,LOCF
BTCUSDC,2023-03-07T03:08:00.0000000Z,2023-03-07T03:09:00.0000000Z,22512.13,22528.31,22512.13,22525.62,0.0,0,True,5,LOCF
BTCUSDC,2023-03-07T03:09:00.0000000Z,2023-03-07T03:10:00.0000000Z,22512.13,22528.31,22512.13,22525.62,0.0,0,True,5,LOCF
BTCUSDC,2023-03-07T03:10:00.0000000Z,2023-03-07T03:11:00.0000000Z,22512.13,22528.31,22512.13,22525.62,0.0,0,True,5,LOCF
BTCUSDC,2023-03-07T03:11:00.0000000Z,2023-03-07T03:12:00.0000000Z,22505.13,22505.13,22505.13,22505.13,0.00087552,1,False,0,none
BTCUSDC,2023-03-07T03:12:00.0000000Z,2023-03-07T03:13:00.0000000Z,22498.47,22498.47,22498.47,22498.47,0.00023774,1,False,0,none
BTCUSDC,2023-03-07T03:13:00.0000000Z,2023-03-07T03:14:00.0000000Z,22498.47000009924,22498.75826192361,22498.47000009924,22498.47000009924,0.0,0,True,6,ETS
BTCUSDC,2023-03-07T03:14:00.0000000Z,2023-03-07T03:15:00.0000000Z,22498.47000009924,22498.75826192361,22498.47000009924,22498.47000009924,0.0,0,True,6,ETS
