symbol,open_time_ms,open_time_utc,open,high,low,close,volume,imputed,gap_size,impute_method
BTCUSD,1677848220000,2023-03-03 12:57:00,22345.45,22352.13,22340.0,22341.75,4.94576,False,0,none
BTCUSD,1677848280000,2023-03-03 12:58:00,22342.8,22356.73,22342.8,22355.58,2.62639,False,0,none
BTCUSD,1677848340000,2023-03-03 12:59:00,22356.7,22357.86,22351.36,22353.13,0.77811,False,0,none
BTCUSD,1677848400000,2023-03-03 13:00:00,22354.16,22357.4,22351.36,22353.1,0.38801,False,0,none
BTCUSD,1677848460000,2023-03-03 13:01:00,22352.67,22354.04,22350.25,22353.15,0.19945,False,0,none
BTCUSD,1677848520000,2023-03-03 13:02:00,22347.49,22347.49,22338.49,22341.32,3.25497,False,0,none
BTCUSD,1677848580000,2023-03-03 13:03:00,22344.07,22349.47,22340.88,22345.63,1.35868,False,0,none
BTCUSD,1677848640000,2023-03-03 13:04:00,22345.74,22347.55,22342.11,22343.99,2.95074,False,0,none
BTCUSD,1677848700000,2023-03-03 13:05:00,22343.98,22344.04,22336.2,22337.47,2.19574,False,0,none
BTCUSD,1677848760000,2023-03-03 13:06:00,22336.34,22342.63,22335.74,22339.52,2.08407,False,0,none
BTCUSD,1677848820000,2023-03-03 13:07:00,22339.45,22339.52,22332.95,22333.72,1.76156,False,0,none
BTCUSD,1677848880000,2023-03-03 13:08:00,22333.34,22348.13,22331.11,22335.19,8.10359,False,0,none
BTCUSD,1677848940000,2023-03-03 13:09:00,22335.0,22338.15,22330.73,22333.32,1.42528,False,0,none
BTCUSD,1677849000000,2023-03-03 13:10:00,22331.98,22347.01,22331.89,22344.6,2.64307,False,0,none
BTCUSD,1677849060000,2023-03-03 13:11:00,22340.61,22344.55,22338.16,22344.55,0.14093,False,0,none
BTCUSD,1677849120000,2023-03-03 13:12:00,22341.26,22341.26,22335.52,22338.57,0.86611,False,0,none
BTCUSD,1677849180000,2023-03-03 13:13:00,22337.87,22345.71,22335.61,22345.71,1.59409,False,0,none
BTCUSD,1677849240000,2023-03-03 13:14:00,22343.91,22343.91,22326.08,22326.61,1.19216,False,0,none
BTCUSD,1677849300000,2023-03-03 13:15:00,22328.1,22328.48,22322.59,22323.3,2.23862,False,0,none
BTCUSD,1677849360000,2023-03-03 13:16:00,22322.01,22327.86,22318.0,22320.0,2.77161,False,0,none
BTCUSD,1677849420000,2023-03-03 13:17:00,22318.81,22323.12,22314.59,22320.27,3.09096,False,0,none
BTCUSD,1677849480000,2023-03-03 13:18:00,22320.61,22331.58,22320.0,22329.03,3.10128,False,0,none
BTCUSD,1677849540000,2023-03-03 13:19:00,22329.7,22341.01,22321.88,22328.02,6.53021,False,0,none
BTCUSD,1677849600000,2023-03-03 13:20:00,22330.65,22330.66,22326.43,22327.2,0.14969,False,0,none
BTCUSD,1677849660000,2023-03-03 13:21:00,22328.95,22337.52,22317.72,22337.52,5.06568,False,0,none
BTCUSD,1677849720000,2023-03-03 13:22:00,22336.56,22341.26,22330.41,22340.62,2.77133,False,0,none
BTCUSD,1677849780000,2023-03-03 13:23:00,22335.45,22348.76,22331.25,22346.4,3.65929,False,0,none
BTCUSD,1677849840000,2023-03-03 13:24:00,22346.13,22350.56,22343.08,22348.71,1.7683,False,0,none
BTCUSD,1677849900000,2023-03-03 13:25:00,22349.68,22388.67,22349.68,22388.39,4.95574,False,0,none
BTCUSD,1677849960000,2023-03-03 13:26:00,22388.41,22390.0,22371.19,22373.5,6.85889,False,0,none
BTCUSD,1677850020000,2023-03-03 13:27:00,22373.91,22375.12,22365.43,22368.6,1.17615,False,0,none
BTCUSD,1677850080000,2023-03-03 13:28:00,22368.07,22382.67,22368.07,22381.64,0.82386,False,0,none
BTCUSD,1677850140000,2023-03-03 13:29:00,22383.14,22384.7,22376.76,22379.05,1.52065,False,0,none
BTCUSD,1677850200000,2023-03-03 13:30:00,22373.11,22379.07,22366.4,22369.7,1.78187,False,0,none
BTCUSD,1677850260000,2023-03-03 13:31:00,22370.03,22378.47,22364.32,22364.96,0.81692,False,0,none
BTCUSD,1677850320000,2023-03-03 13:32:00,22366.54,22367.05,22361.93,22361.93,0.29896,False,0,none
BTCUSD,1677850380000,2023-03-03 13:33:00,22361.15,22363.1,22352.13,22361.03,0.69329,False,0,none
BTCUSD,1677850440000,2023-03-03 13:34:00,22357.54,22360.31,22354.46,22356.08,0.93387,False,0,none
BTCUSD,1677850500000,2023-03-03 13:35:00,22354.64,22358.64,22353.7,22358.64,0.65146,False,0,none
BTCUSD,1677850560000,2023-03-03 13:36:00,22360.35,22361.34,22348.42,22361.34,2.81378,False,0,none
BTCUSD,1677850620000,2023-03-03 13:37:00,22363.0,22368.93,22337.77,22344.89,3.59075,False,0,none
BTCUSD,1677850680000,2023-03-03 13:38:00,22341.73,22344.53,22341.73,22344.53,0.81933,False,0,none
BTCUSD,1677850740000,2023-03-03 13:39:00,22346.42,22346.42,22336.28,22340.1,2.60529,False,0,none
BTCUSD,1677850800000,2023-03-03 13:40:00,22338.39,22343.65,22333.32,22337.62,0.67236,False,0,none
BTCUSD,1677850860000,2023-03-03 13:41:00,22335.44,22343.17,22334.1,22338.38,0.9389,False,0,none
BTCUSD,1677850920000,2023-03-03 13:42:00,22341.35,22341.35,22334.15,22334.67,0.59624,False,0,none
BTCUSD,1677850980000,2023-03-03 13:43:00,22335.84,22336.93,22320.49,22330.03,16.58652,False,0,none
BTCUSD,1677851040000,2023-03-03 13:44:00,22330.04,22330.06,22323.58,22323.58,0.99752,False,0,none
BTCUSD,1677851100000,2023-03-03 13:45:00,22321.97,22322.48,22316.32,22316.32,2.42251,False,0,none
BTCUSD,1677851160000,2023-03-03 13:46:00,22315.86,22317.26,22164.38,22251.48,107.18154,False,0,none
BTCUSD,1677851220000,2023-03-03 13:47:00,22250.38,22287.11,22237.31,22274.71,22.86822,False,0,none
BTCUSD,1677851280000,2023-03-03 13:48:00,22268.9,22374.01,22260.07,22350.21,23.71802,False,0,none
BTCUSD,1677851340000,2023-03-03 13:49:00,22351.57,22370.88,22328.31,22339.82,18.57875,False,0,none
BTCUSD,1677851400000,2023-03-03 13:50:00,22333.79,22352.94,22333.79,22350.0,5.14057,False,0,none
BTCUSD,1677851460000,2023-03-03 13:51:00,22348.56,22365.75,22333.73,22361.28,6.36446,False,0,none
BTCUSD,1677851520000,2023-03-03 13:52:00,22356.65,22384.64,22350.55,22384.64,10.14895,False,0,none
BTCUSD,1677851580000,2023-03-03 13:53:00,22384.99,22396.49,22357.55,22357.55,9.78371,False,0,none
BTCUSD,1677851640000,2023-03-03 13:54:00,22358.89,22375.0,22354.76,22373.6,5.71609,False,0,none
BTCUSD,1677851700000,2023-03-03 13:55:00,22371.0,22380.35,22365.72,22372.01,5.01225,False,0,none
BTCUSD,1677851760000,2023-03-03 13:56:00,22373.96,22429.25,22370.0,22407.43,17.18939,False,0,none
BTCUSD,1677851820000,2023-03-03 13:57:00,22408.55,22425.23,22397.94,22400.88,17.37063,False,0,none
BTCUSD,1677851880000,2023-03-03 13:58:00,22401.46,22401.46,22383.43,22387.65,11.37171,False,0,none
BTCUSD,1677851940000,2023-03-03 13:59:00,22390.68,22418.6,22388.9,22403.13,8.11187,False,0,none
BTCUSD,1677852000000,2023-03-03 14:00:00,22406.8,22406.8,22381.59,22392.71,13.19987,False,0,none
BTCUSD,1677852060000,2023-03-03 14:01:00,22397.1,22400.0,22376.7,22383.57,9.32432,False,0,none
BTCUSD,1677852120000,2023-03-03 14:02:00,22380.78,22405.12,22380.08,22395.11,5.2259,False,0,none
BTCUSD,1677852180000,2023-03-03 14:03:00,22396.46,22440.69,22395.56,22435.58,15.84352,False,0,none
BTCUSD,1677852240000,2023-03-03 14:04:00,22430.75,22451.13,22430.01,22448.77,9.63923,False,0,none
BTCUSD,1677852300000,2023-03-03 14:05:00,22451.43,22503.33,22431.02,22436.7,38.57836,False,0,none
BTCUSD,1677852360000,2023-03-03 14:06:00,22435.46,22441.69,22390.0,22423.9,20.37202,False,0,none
BTCUSD,1677852420000,2023-03-03 14:07:00,22425.56,22432.71,22394.92,22398.45,16.39998,False,0,none
BTCUSD,1677852480000,2023-03-03 14:08:00,22398.82,22426.06,22390.93,22405.62,8.70622,False,0,none
BTCUSD,1677852540000,2023-03-03 14:09:00,22407.75,22421.63,22403.67,22421.63,9.57832,False,0,none
BTCUSD,1677852600000,2023-03-03 14:10:00,22416.6,22418.92,22389.8,22403.0,8.68845,False,0,none
BTCUSD,1677852660000,2023-03-03 14:11:00,22401.51,22411.89,22392.6,22404.49,4.52481,False,0,none
BTCUSD,1677852720000,2023-03-03 14:12:00,22407.19,22412.8,22390.93,22405.39,6.46642,False,0,none
BTCUSD,1677852780000,2023-03-03 14:13:00,22406.86,22409.99,22388.38,22393.0,1.62436,False,0,none
BTCUSD,1677852840000,2023-03-03 14:14:00,22392.26,22404.59,22382.35,22404.59,13.14466,False,0,none
BTCUSD,1677852900000,2023-03-03 14:15:00,22402.8,22404.37,22384.88,22398.88,7.08087,False,0,none
BTCUSD,1677852960000,2023-03-03 14:16:00,22398.04,22411.85,22395.49,22398.56,2.72755,False,0,none
BTCUSD,1677853020000,2023-03-03 14:17:00,22396.42,22397.08,22390.52,22392.45,1.37088,False,0,none
BTCUSD,1677853080000,2023-03-03 14:18:00,22394.05,22397.25,22392.25,22396.51,1.35246,False,0,none
BTCUSD,1677853140000,2023-03-03 14:19:00,22395.42,22406.21,22383.39,22383.39,3.4213,False,0,none
BTCUSD,1677853200000,2023-03-03 14:20:00,22383.39,22397.56,22382.44,22382.81,2.76577,False,0,none
BTCUSD,1677853260000,2023-03-03 14:21:00,22382.46,22390.13,22379.14,22379.36,2.05602,False,0,none
BTCUSD,1677853320000,2023-03-03 14:22:00,22378.78,22392.05,22378.64,22392.05,2.72538,False,0,none
BTCUSD,1677853380000,2023-03-03 14:23:00,22393.16,22398.52,22374.8,22375.37,1.95014,False,0,none
BTCUSD,1677853440000,2023-03-03 14:24:00,22374.35,22374.92,22364.5,22365.21,2.39442,False,0,none
BTCUSD,1677853500000,2023-03-03 14:25:00,22365.75,22389.55,22365.75,22377.5,3.83048,False,0,none
BTCUSD,1677853560000,2023-03-03 14:26:00,22376.95,22378.92,22368.02,22377.42,4.19471,False,0,none
BTCUSD,1677853620000,2023-03-03 14:27:00,22377.86,22390.87,22375.43,22382.69,8.49198,False,0,none
BTCUSD,1677853680000,2023-03-03 14:28:00,22382.67,22391.83,22380.49,22391.83,4.14481,False,0,none
BTCUSD,1677853740000,2023-03-03 14:29:00,22391.34,22393.5,22386.05,22389.25,4.30814,False,0,none
BTCUSD,1677853800000,2023-03-03 14:30:00,22390.18,22392.07,22366.47,22378.32,7.90876,False,0,none
BTCUSD,1677853860000,2023-03-03 14:31:00,22381.94,22409.17,22380.08,22396.98,7.79192,False,0,none
BTCUSD,1677853920000,2023-03-03 14:32:00,22397.13,22421.97,22393.0,22417.59,8.5992,False,0,none
BTCUSD,1677853980000,2023-03-03 14:33:00,22413.63,22420.0,22386.95,22386.95,4.91551,False,0,none
BTCUSD,1677854040000,2023-03-03 14:34:00,22389.99,22402.58,22383.05,22402.58,4.74742,False,0,none
BTCUSD,1677854100000,2023-03-03 14:35:00,22402.72,22404.79,22387.91,22392.87,2.41188,False,0,none
BTCUSD,1677854160000,2023-03-03 14:36:00,22389.78,22389.78,22367.89,22380.66,3.99875,False,0,none
BTCUSD,1677854220000,2023-03-03 14:37:00,22382.5,22396.86,22373.49,22396.86,1.95538,False,0,none
